Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Comment [Cell Line],Compound Name,Compound PubChem CID,Compound PubChem URL,Compound Concentration (microMolar),CAS,Compound SMILES,Experimental Condition [DMSO solvent],Control Type,Comment [Control Type Comments],Quality Control,Comment [Quality Control Comments],Channels
Za_BSF019007,A1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,C12,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,C13,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,C14,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,C15,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,C16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,C17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,C18,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,C19,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,C2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,C20,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,C21,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,C22,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,C23,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,C24,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,C3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,C4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,C5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,C6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,C7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,C8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,C9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,D1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,D10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,D11,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,D12,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,D13,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,D14,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,D15,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,D16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,D17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,D18,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,D19,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,D2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,D20,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,D21,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,D22,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,D23,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,D24,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,D3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,D4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,D5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,D6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,D7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,D8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,D9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E11,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E12,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E13,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,E14,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
